Code_Ligne,Variante,succession,stop_id,descr_fr,descr_nl,alpha_fr,alpha_nl,coord_x,coord_y,mode,numero_lig,terminus,Distance
029b,"1","25","1540",CHARMILLE,HAAGBEUKEN,Charmille,Haagbeuken,154612.00000000000,171153.00000000000,B,"29",HOF TEN BERG,7843.568
029b,"1","26","1525",PEUPLIERS,POPULIEREN,Peupliers,Populieren,154876.00000000000,171389.00000000000,B,"29",HOF TEN BERG,8200.491
029b,"1","27","1526",MARCEL THIRY,MARCEL THIRY,Marcel Thiry,Marcel Thiry,155057.00000000000,171700.00000000000,B,"29",HOF TEN BERG,8586.380
029b,"1","28","1527",JESPERS,JESPERS,Jespers,Jespers,155117.89999999999,171859.39999999999,B,"29",HOF TEN BERG,8833.389
029b,"1","29","1528",HOF TEN BERG,HOF TEN BERG,Hof ten Berg,Hof ten Berg,154925.00000000000,172048.00000000000,B,"29",HOF TEN BERG,9187.429
033b,"1","1",3633C,DANSAERT,DANSAERT,Dansaert,Dansaert,148283.00000000000,171194.00000000000,B,"33",LOUISE,0.000
033b,"1","2","2212",BOURSE,BEURS,Bourse,Beurs,148447.00000000000,170887.00000000000,B,"33",LOUISE,550.068
033b,"1","3","2578",ANNEESSENS,ANNEESSENS,Anneessens,Anneessens,148410.00000000000,170587.00000000000,B,"33",LOUISE,978.904
033b,"1","4","1063",CESAR DE PAEPE,CESAR DE PAEPE,César De Paepe,César De Paepe,148735.00000000000,170275.00000000000,B,"33",LOUISE,1472.824
033b,"1","5","1127",CHAPELLE,KAPELLEKERK,Chapelle,Kapellekerk,148807.00000000000,170093.00000000000,B,"33",LOUISE,1842.618
033b,"1","6",1376B,GRAND SABLON,GROTE ZAVEL,Grand Sablon,Grote Zavel,148917.50000000000,170111.60000000001,B,"33",LOUISE,1965.851
033b,"1","7","1128",PETIT SABLON,KLEINE ZAVEL,Petit Sablon,Kleine Zavel,149093.00000000000,169943.00000000000,B,"33",LOUISE,2226.712
033b,"1","8",6354B,ROYALE,KONING,Royale,Koning,149281.29999999999,170126.20000000001,B,"33",LOUISE,2497.951
033b,"1","9","3505",PORTE DE NAMUR,NAAMSEPOORT,Porte de Namur,Naamsepoort,149496.50000000000,169837.00000000000,B,"33",LOUISE,2950.315
033b,"1","10","2177",LOUISE,LOUIZA,Louise,Louiza,149054.00000000000,169526.10000000001,B,"33",LOUISE,3519.022
034b,"1","1","1824",PORTE DE NAMUR,NAAMSEPOORT,Porte de Namur,Naamsepoort,149711.50000000000,169916.89999999999,B,"34",SAINTE-ANNE,1.321
034b,"1","2","6433",TRONE,TROON,Trône,Troon,149885.00000000000,169988.00000000000,B,"34",SAINTE-ANNE,222.391
034b,"1","3","1729",SCIENCE,WETENSCHAP,Science,Wetenschap,150043.60000000001,169936.70000000001,B,"34",SAINTE-ANNE,389.028
034b,"1","4","1233",LUXEMBOURG,LUXEMBURG,Luxembourg,Luxemburg,150280.39999999999,169835.89999999999,B,"34",SAINTE-ANNE,652.210
034b,"1","5","1706",IDALIE,IDALIE,Idalie,Idalie,150263.00000000000,169501.00000000000,B,"34",SAINTE-ANNE,1171.966
034b,"1","6","1728",MUSEUM,MUSEUM,Museum,Museum,150593.00000000000,169481.00000000000,B,"34",SAINTE-ANNE,1505.064
034b,"1","7","1733",ETANGS,VIJVERS,Étangs,Vijvers,150853.00000000000,169453.00000000000,B,"34",SAINTE-ANNE,1777.585
034b,"1","8","1712",FETIS,FETIS,Fétis,Fétis,151201.00000000000,169201.00000000000,B,"34",SAINTE-ANNE,2211.781
034b,"1","9","1713",LA CHASSE,DE JACHT,La Chasse,De Jacht,151449.00000000000,168940.00000000000,B,"34",SAINTE-ANNE,2571.842
034b,"1","10","1714",BUEDTS,BUEDTS,Buedts,Buedts,151763.00000000000,168641.00000000000,B,"34",SAINTE-ANNE,3009.202
034b,"1","11","1715",ARSENAL,ARSENAAL,Arsenal,Arsenaal,151971.00000000000,168441.00000000000,B,"34",SAINTE-ANNE,3297.851
034b,"1","12","1716",STRATEGIE,KRIJGSKUNDE,Stratégie,Krijgskunde,152234.00000000000,168190.00000000000,B,"34",SAINTE-ANNE,3661.954
034b,"1","13",2291B,HANKAR,HANKAR,Hankar,Hankar,152604.00000000000,167922.00000000000,B,"34",SAINTE-ANNE,4122.182
034b,"1","14",1718B,EGLISE ST-JULIEN,SINT-JULIAANSKERK,Église Saint-Julien,Sint-Juliaanskerk,152875.00000000000,167799.00000000000,B,"34",SAINTE-ANNE,4419.903
034b,"1","15","1719",VANDROMME,VANDROMME,Vandromme,Vandromme,153246.00000000000,167631.00000000000,B,"34",SAINTE-ANNE,4827.184
034b,"1","16",1720B,VALDUC,HERTOGENDAL,Valduc,Hertogendal,153701.79999999999,167441.10000000001,B,"34",SAINTE-ANNE,5321.190
034b,"1","17","1731",AUDERGHEM-SHOP.,OUDERGEM-SHOP.,Auderghem-Shopping,Oudergem-Shopping,153992.00000000000,167358.00000000000,B,"34",SAINTE-ANNE,5623.068
034b,"1","18","2725",BERGOJE,BERGOJE,Bergoje,Bergoje,154261.00000000000,167283.00000000000,B,"34",SAINTE-ANNE,5902.597
034b,"1","19","2727",DEUX CHAUSSEES,TWEESTEENWEGEN,Deux Chaussées,Tweesteenwegen,154663.00000000000,167329.00000000000,B,"34",SAINTE-ANNE,6311.322
034b,"1","20","2728",SAINTE-ANNE,SINT-ANNA,Sainte-Anne,Sint-Anna,154775.00000000000,167533.00000000000,B,"34",SAINTE-ANNE,6793.667
036b,"1","1",1148C,SCHUMAN,SCHUMAN,Schuman,Schuman,151058.00000000000,170182.00000000000,B,"36",KONKEL,0.000
036b,"1","2","1802",NERVIENS,NERVIERS,Nerviens,Nerviërs,151196.00000000000,169816.00000000000,B,"36",KONKEL,401.155
036b,"1","3",1803B,LEMAN,LEMAN,Leman,Leman,151260.00000000000,169628.00000000000,B,"36",KONKEL,599.668
036b,"1","4","1804",LOUIS HAP,LOUIS HAP,Louis Hap,Louis Hap,151359.00000000000,169326.00000000000,B,"36",KONKEL,917.409
036b,"1","5","1805",LA CHASSE,DE JACHT,La Chasse,De Jacht,151538.00000000000,168951.00000000000,B,"36",KONKEL,1419.075
036b,"1","6","1806",ONZE NOVEMBRE,ELF NOVEMBER,Onze Novembre,Elf November,151856.00000000000,169151.00000000000,B,"36",KONKEL,1881.618
036b,"1","7","1807",ROI VAINQUEUR,KON. OVERWINNAAR,Roi Vainqueur,Koning Overwinnaar,152124.00000000000,169094.00000000000,B,"36",KONKEL,2173.811
036b,"1","8","6473",THIEFFRY,THIEFFRY,Thieffry,Thieffry,152337.00000000000,169159.00000000000,B,"36",KONKEL,2428.525
036b,"1","9","1809",BOILEAU,BOILEAU,Boileau,Boileau,152528.00000000000,169013.00000000000,B,"36",KONKEL,2723.559
036b,"1","10","1810",BARON DE CASTRO,BARON DE CASTRO,Baron de Castro,Baron de Castro,152760.00000000000,168702.00000000000,B,"36",KONKEL,3112.609
036b,"1","11","1811",DREVE DE NIVELLES,NIJVELSEDREEF,Drève de Nivelles,Nijvelsedreef,153036.00000000000,168466.00000000000,B,"36",KONKEL,3550.587
036b,"1","12","1812",MOUETTES,MEEUWEN,Mouettes,Meeuwen,153222.00000000000,168281.00000000000,B,"36",KONKEL,3823.579
036b,"1","13","1813",CHANT D'OISEAU,VOGELZANG,Chant d'Oiseau,Vogelzang,153485.00000000000,168530.00000000000,B,"36",KONKEL,4225.727
036b,"1","14",1814B,OCEAN ATLANTIQUE,ATLANT. OCEAAN,Océan Atlantique,Atlantische Oceaan,153503.79999999999,168898.79999999999,B,"36",KONKEL,4614.726
036b,"1","15","1815",MOSTINCK,MOSTINCK,Mostinck,Mostinck,153844.00000000000,169208.00000000000,B,"36",KONKEL,5117.743
036b,"1","16","1816",CHIEN VERT,GROENE HOND,Chien Vert,Groene Hond,154104.00000000000,169347.00000000000,B,"36",KONKEL,5412.725
036b,"1","17","5287",MUSEE DU TRAM,TRAMMUSEUM,Musée du Tram,Trammuseum,154498.00000000000,169053.39999999999,B,"36",KONKEL,5965.289
036b,"1","18","1818",KELLE,KELLE,Kelle,Kelle,154880.00000000000,168995.00000000000,B,"36",KONKEL,6571.881
036b,"1","19","1819",MERTENS,MERTENS,Mertens,Mertens,155273.00000000000,169012.00000000000,B,"36",KONKEL,6966.665
036b,"1","20","1834",MAREYDE,MAREYDE,Mareyde,Mareyde,155499.00000000000,169169.00000000000,B,"36",KONKEL,7246.282
036b,"1","21","1821",RUE AU BOIS,BOSSTRAAT,Rue au Bois,Bosstraat,155899.00000000000,168996.00000000000,B,"36",KONKEL,7738.327
036b,"1","22","1822",MANOIR D'ANJOU,MANOIR D'ANJOU,Manoir d'Anjou,Manoir d'Anjou,156152.00000000000,168668.00000000000,B,"36",KONKEL,8239.622
036b,"1","23","1823",VANDER MEERSCHEN,VANDER MEERSCHEN,Vander Meerschen,Vander Meerschen,156228.00000000000,168385.00000000000,B,"36",KONKEL,8573.722
036b,"1","24","1825",SAINTE-ALIX,SINT-ALEIDIS,Sainte-Alix,Sint-Aleidis,156643.00000000000,168665.00000000000,B,"36",KONKEL,9088.770
036b,"1","25","1826",PADDOCK,PADDOCK,Paddock,Paddock,156700.00000000000,169137.00000000000,B,"36",KONKEL,9682.022
036b,"1","26","1835",BOULEAUX,BERKEN,Bouleaux,Berken,156954.00000000000,169617.00000000000,B,"36",KONKEL,10249.736
036b,"1","27","1252",STOCKEL,STOKKEL,Stockel,Stokkel,156621.00000000000,170054.00000000000,B,"36",KONKEL,10925.575
036b,"1","28","1828",GERSIS,GERSIS,Gersis,Gersis,156411.00000000000,170108.00000000000,B,"36",KONKEL,11159.864
036b,"1","29","1829",VAL DES SEIGNEURS,HERENDAL,Val des Seigneurs,Herendal,156183.00000000000,170208.00000000000,B,"36",KONKEL,11425.778
036b,"1","30","1830",KONKEL,KONKEL,Konkel,Konkel,155785.00000000000,170189.00000000000,B,"36",KONKEL,11840.664
037b,"1","1","2957",ALBERT,ALBERT,Albert,Albert,148105.00000000000,167887.00000000000,B,"37",GARE DE LINKEBEEK,372.500
037b,"1","2","5810",TIMMERMANS,TIMMERMANS,Timmermans,Timmermans,148041.00000000000,167571.00000000000,B,"37",GARE DE LINKEBEEK,712.308
037b,"1","3","5811",MOLIERE-LONGCHAMP,MOLIERE-LONGCHAMP,Molière-Longchamp,Molière-Longchamp,147972.00000000000,167314.00000000000,B,"37",GARE DE LINKEBEEK,978.413
037b,"1","4","1648",COGHEN,COGHEN,Coghen,Coghen,147907.50000000000,167064.10000000001,B,"37",GARE DE LINKEBEEK,1236.544
037b,"1","5","1649",PEYO,PEYO,Peyo,Peyo,147961.39999999999,166608.89999999999,B,"37",GARE DE LINKEBEEK,1745.725
037b,"1","6","1650",COLLEGE ST-PIERRE,ST-PIETERSCOLLEGE,Collège Saint-Pierre,Sint-Pieterscollege,148036.39999999999,166166.79999999999,B,"37",GARE DE LINKEBEEK,2199.206
037b,"1","7","1651",HEROS,HELDEN,Héros,Helden,148118.60000000001,165905.20000000001,B,"37",GARE DE LINKEBEEK,2496.093
037b,"1","8","1943",STATUAIRES,BEELDHOUWERS,Statuaires,Beeldhouwers,148642.00000000000,165940.00000000000,B,"37",GARE DE LINKEBEEK,3043.359
037b,"1","9","1968",ZEECRABBE,ZEECRABBE,Zeecrabbe,Zeecrabbe,149021.00000000000,165985.00000000000,B,"37",GARE DE LINKEBEEK,3425.654
037b,"1","10","1969",HOUZEAU,HOUZEAU,Houzeau,Houzeau,149245.00000000000,165959.00000000000,B,"37",GARE DE LINKEBEEK,3653.197
037b,"1","11","1251",HOUZEAU,HOUZEAU,Houzeau,Houzeau,149294.89999999999,165907.50000000000,B,"37",GARE DE LINKEBEEK,3747.529
037b,"1","12",4856B,OBSERVATOIRE,STERRENWACHT,Observatoire,Sterrenwacht,149223.00000000000,165452.00000000000,B,"37",GARE DE LINKEBEEK,4241.642
037b,"1","13","4853",MERCURE,MERCURIUS,Mercure,Mercurius,149151.00000000000,165106.00000000000,B,"37",GARE DE LINKEBEEK,4651.835
037b,"1","14",6931B,GARE DE SAINT-JOB,STATION SINT-JOB,Gare de Saint-Job,Station Sint-Job,149542.00000000000,164891.00000000000,B,"37",GARE DE LINKEBEEK,5153.022
037b,"1","15","1652",PLACE SAINT-JOB,SINT-JOBPLEIN,Place Saint-Job,Sint-Jobplein,149660.00000000000,164807.00000000000,B,"37",GARE DE LINKEBEEK,5467.005
037b,"1","16","1736",DE WANSIJN,DE WANSIJN,De Wansijn,De Wansijn,149315.00000000000,164639.00000000000,B,"37",GARE DE LINKEBEEK,5851.669
037b,"1","17","2153",DIRECTOIRE,DIRECTOIRE,Directoire,Directoire,149351.00000000000,164350.00000000000,B,"37",GARE DE LINKEBEEK,6287.484
037b,"1","18","2156",GUI,MARENTAK,Gui,Marentak,149160.00000000000,163544.00000000000,B,"37",GARE DE LINKEBEEK,7127.664
037b,"1","19","2157",VERREWINKEL,VERREWINKEL,Verrewinkel,Verrewinkel,148980.00000000000,163062.00000000000,B,"37",GARE DE LINKEBEEK,7649.614
037b,"1","20","2161",PASTEUR,PASTEUR,Pasteur,Pasteur,148615.00000000000,163318.00000000000,B,"37",GARE DE LINKEBEEK,8117.013
037b,"1","21","2167",GAZELLE,GAZELLE,Gazelle,Gazelle,148054.00000000000,163520.00000000000,B,"37",GARE DE LINKEBEEK,8725.324
037b,"1","22","2168",HOMBORCH,HOMBORCH,Homborch,Homborch,147887.00000000000,163220.00000000000,B,"37",GARE DE LINKEBEEK,9186.175
037b,"1","23","1953",CABRIS,GEITJES,Cabris,Geitjes,148143.89999999999,162865.50000000000,B,"37",GARE DE LINKEBEEK,9624.646
037b,"1","24","1954",GARE DE LINKEBEEK,STATION LINKEBEEK,Gare de Linkebeek,Station Linkebeek,147885.39999999999,162622.39999999999,B,"37",GARE DE LINKEBEEK,10004.187
038b,"1","1","6443",GARE CENTRALE,CENTRAAL STATION,Gare Centrale,Centraal Station,149249.00000000000,170618.00000000000,B,"38",HEROS,0.099
038b,"1","2","3502",BOZAR,BOZAR,Bozar,Bozar,149317.00000000000,170413.00000000000,B,"38",HEROS,278.020
038b,"1","3","3503",ROYALE,KONING,Royale,Koning,149311.00000000000,170231.00000000000,B,"38",HEROS,493.707
038b,"1","4","6433",TRONE,TROON,Trône,Troon,149885.00000000000,169988.00000000000,B,"38",HEROS,1320.615
038b,"1","5","1729",SCIENCE,WETENSCHAP,Science,Wetenschap,150043.60000000001,169936.70000000001,B,"38",HEROS,1487.252
038b,"1","6","1233",LUXEMBOURG,LUXEMBURG,Luxembourg,Luxemburg,150280.39999999999,169835.89999999999,B,"38",HEROS,1750.434
038b,"1","7","1906",IDALIE,IDALIE,Idalie,Idalie,150241.00000000000,169418.00000000000,B,"38",HEROS,2282.882
038b,"1","8","1909",BLYCKAERTS,BLYCKAERTS,Blyckaerts,Blyckaerts,150429.00000000000,169169.00000000000,B,"38",HEROS,2603.460
038b,"1","9","1910",MALIBRAN,MALIBRAN,Malibran,Malibran,150337.00000000000,168937.00000000000,B,"38",HEROS,2860.940
038b,"1","10","3122",FLAGEY,FLAGEY,Flagey,Flagey,150206.00000000000,168626.00000000000,B,"38",HEROS,3199.792
038b,"1","11","1903",BIARRITZ,BIARRITZ,Biarritz,Biarritz,150051.70000000001,168361.10000000001,B,"38",HEROS,3506.836
038b,"1","12","1912",VLEURGAT,VLEURGAT,Vleurgat,Vleurgat,149920.39999999999,168127.50000000000,B,"38",HEROS,3775.226
038b,"1","13","1913",VAN EYCK,VAN EYCK,Van Eyck,Van Eyck,149823.00000000000,167690.00000000000,B,"38",HEROS,4227.710
038b,"1","14","1914",PATTON,PATTON,Patton,Patton,149840.00000000000,167439.60000000001,B,"38",HEROS,4479.702
038b,"1","15","1915",BASCULE,BASCULE,Bascule,Bascule,149884.00000000000,167210.89999999999,B,"38",HEROS,4712.666
038b,"1","16","1916",LONGCHAMP,LONGCHAMP,Longchamp,Longchamp,149900.20000000001,166843.39999999999,B,"38",HEROS,5147.127
038b,"1","17","1917",GOSSART,GOSSART,Gossart,Gossart,149556.00000000000,166739.00000000000,B,"38",HEROS,5538.985
038b,"1","18","1918",MONTJOIE,MONTJOIE,Montjoie,Montjoie,149747.00000000000,166588.00000000000,B,"38",HEROS,5891.852
038b,"1","19","1919",RENE GOBERT,RENE GOBERT,René Gobert,René Gobert,149829.00000000000,166226.00000000000,B,"38",HEROS,6263.019
038b,"1","20","1920",FLORIDE,FLORIDA,Floride,Florida,149509.00000000000,165927.00000000000,B,"38",HEROS,6761.732
038b,"1","21","1921",HOUZEAU,HOUZEAU,Houzeau,Houzeau,149138.00000000000,165989.00000000000,B,"38",HEROS,7140.656
038b,"1","22","1942",STATUAIRES,BEELDHOUWERS,Statuaires,Beeldhouwers,148611.00000000000,165941.00000000000,B,"38",HEROS,7670.865
038b,"1","23","4076",HEROS,HELDEN,Héros,Helden,148102.00000000000,165848.00000000000,B,"38",HEROS,8189.035
041b,"1","1","4076",HEROS,HELDEN,Héros,Helden,148102.00000000000,165848.00000000000,B,"41",TRANSVAAL,0.050
041b,"1","2","1943",STATUAIRES,BEELDHOUWERS,Statuaires,Beeldhouwers,148642.00000000000,165940.00000000000,B,"41",TRANSVAAL,673.516
041b,"1","3","1968",ZEECRABBE,ZEECRABBE,Zeecrabbe,Zeecrabbe,149021.00000000000,165985.00000000000,B,"41",TRANSVAAL,1055.811
041b,"1","4","1969",HOUZEAU,HOUZEAU,Houzeau,Houzeau,149245.00000000000,165959.00000000000,B,"41",TRANSVAAL,1283.354
041b,"1","5","1970",FLORIDE,FLORIDA,Floride,Florida,149520.00000000000,165920.00000000000,B,"41",TRANSVAAL,1562.620
041b,"1","6","2714",HOP.STE-ELISABETH,ST-ELIZABETH-ZKH.,Hôpital Sainte-Élisabeth,Sint-Elizabeth-ziekenhuis,150006.00000000000,166037.00000000000,B,"41",TRANSVAAL,2062.798
041b,"1","7","2715",VERT CHASSEUR,GROENE JAGER,Vert Chasseur,Groene Jager,150294.00000000000,165766.00000000000,B,"41",TRANSVAAL,2627.742
041b,"1","8","6440",MONTANA,MONTANA,Montana,Montana,150535.00000000000,165458.00000000000,B,"41",TRANSVAAL,3042.338
041b,"1","9","2721",GENDARMES,GENDARMEN,Gendarmes,Gendarmen,150744.00000000000,165441.00000000000,B,"41",TRANSVAAL,3258.415
041b,"1","10","5415",BRESIL,BRAZILIE,Brésil,Brazilië,151539.00000000000,165797.89999999999,B,"41",TRANSVAAL,4352.691
041b,"1","11","5416",BOONDAEL GARE,BOONDAAL STATION,Boondael Gare,Boondaal Station,151741.00000000000,165635.00000000000,B,"41",TRANSVAAL,4613.474
041b,"1","12","2074",FUTAIE,FUTAIE,Futaie,Futaie,151985.00000000000,165688.00000000000,B,"41",TRANSVAAL,5024.482
041b,"1","13","2076",DRIES,DRIES,Dries,Dries,152221.00000000000,165965.00000000000,B,"41",TRANSVAAL,5402.017
041b,"1","14","2115",BIEN-FAIRE,BIEN-FAIRE,Bien-Faire,Bien-Faire,152249.00000000000,166201.00000000000,B,"41",TRANSVAAL,5651.918
041b,"1","15","2080",WATERMAEL GARE,WATERMAAL STATION,Watermael Gare,Watermaal Station,152159.20000000001,166579.89999999999,B,"41",TRANSVAAL,6042.605
041b,"1","16","4310",KEYM,KEYM,Keym,Keym,152445.00000000000,166575.00000000000,B,"41",TRANSVAAL,6451.633
041b,"1","17","4401",LOUTRIER,OTTERVANGER,Loutrier,Ottervanger,152705.00000000000,166701.00000000000,B,"41",TRANSVAAL,6746.456
041b,"1","18","4402",HANNETONS,MEIKEVERS,Hannetons,Meikevers,153013.00000000000,166718.00000000000,B,"41",TRANSVAAL,7061.543
041b,"1","19","4403",ARCHIDUCS,AARTSHERTOGEN,Archiducs,Aartshertogen,153390.00000000000,166562.00000000000,B,"41",TRANSVAAL,7514.668
041b,"1","20","4408",TRITOMAS,TRITOMA,Tritomas,Tritoma,153527.00000000000,166720.00000000000,B,"41",TRANSVAAL,7747.301
041b,"1","21","4405",PECHERIES,VISSERIJ,Pêcheries,Visserij,153417.00000000000,166974.00000000000,B,"41",TRANSVAAL,8032.041
041b,"1","22","3549",VIGNETTE,KLEINE WIJNGAARD,Vignette,Kleine Wijngaard,153603.00000000000,167025.00000000000,B,"41",TRANSVAAL,8409.001
041b,"1","23","6469",DEMEY,DEMEY,Demey,Demey,153832.00000000000,166910.00000000000,B,"41",TRANSVAAL,8667.105
041b,"1","24","2046",HERRMANN-DEBROUX,HERRMANN-DEBROUX,Herrmann-Debroux,Herrmann-Debroux,154254.00000000000,166881.00000000000,B,"41",TRANSVAAL,9096.025
041b,"1","25",1723B,SCHOONEJANS,SCHOONEJANS,Schoonejans,Schoonejans,154511.00000000000,166809.79999999999,B,"41",TRANSVAAL,9369.619
041b,"1","26","1724",SACRE-COEUR,HEILIG HART,Sacré-Cœur,Heilig Hart,154752.00000000000,166608.00000000000,B,"41",TRANSVAAL,9688.058
041b,"1","27","1725",TRANSVAAL,TRANSVAAL,Transvaal,Transvaal,154709.00000000000,166424.00000000000,B,"41",TRANSVAAL,9906.377
042b,"1","1","2015",VIADUC E40,VIADUCT E40,Viaduc E40,Viaduct E40,155989.00000000000,172863.00000000000,B,"42",ROODEBEEK,0.000
042b,"1","2","2029",THUMAS,THUMAS,Thumas,Thumas,156191.29999999999,172641.60000000001,B,"42",ROODEBEEK,350.909
042b,"1","3","2017",SAINT-ANTOINE,SINT-ANTONIUS,Saint-Antoine,Sint-Antonius,156245.00000000000,172460.00000000000,B,"42",ROODEBEEK,550.754
042b,"1","4","2025",ANNECY,ANNECY,Annecy,Annecy,156065.00000000000,172200.00000000000,B,"42",ROODEBEEK,890.165
042b,"1","5","9851",LENNEKE MARE,LENNEKE MARE,Lenneke Mare,Lenneke Mare,155734.00000000000,171777.00000000000,B,"42",ROODEBEEK,1438.709
042b,"1","6","2069",UCL SAINT-LUC,UCL SAINT-LUC,UCL Saint-Luc,UCL Saint-Luc,155914.00000000000,171386.00000000000,B,"42",ROODEBEEK,2083.884
042b,"1","7","2027",DUNETTE,DUNETTE,Dunette,Dunette,156099.50000000000,171355.39999999999,B,"42",ROODEBEEK,2272.319
042b,"1","8","9853",HOF TER MUSSCHEN,HOF TER MUSSCHEN,Hof ter Musschen,Hof ter Musschen,155563.00000000000,171565.00000000000,B,"42",ROODEBEEK,2938.822
042b,"1","9","2028",THIRY-WOLUWE,THIRY-WOLUWE,Thiry-Woluwe,Thiry-Woluwe,155258.39999999999,171507.10000000001,B,"42",ROODEBEEK,3409.993
042b,"1","10","1553",MARCEL THIRY,MARCEL THIRY,Marcel Thiry,Marcel Thiry,154940.00000000000,171615.00000000000,B,"42",ROODEBEEK,3819.774
042b,"1","11","1554",PEUPLIERS,POPULIEREN,Peupliers,Populieren,154833.00000000000,171346.00000000000,B,"42",ROODEBEEK,4115.899
042b,"1","12","1550",CHARMILLE,HAAGBEUKEN,Charmille,Haagbeuken,154649.00000000000,171183.00000000000,B,"42",ROODEBEEK,4364.461
042b,"1","13","1385",ROODEBEEK,ROODEBEEK,Roodebeek,Roodebeek,154760.60000000001,170823.10000000001,B,"42",ROODEBEEK,4870.945
043b,"1","1",4854C,OBSERVATOIRE,STERRENWACHT,Observatoire,Sterrenwacht,149269.00000000000,165491.00000000000,B,"43",VIVIER D'OIE,0.000
043b,"1","2","1250",HOUZEAU,HOUZEAU,Houzeau,Houzeau,149299.00000000000,165844.00000000000,B,"43",VIVIER D'OIE,437.772
043b,"1","3","1921",HOUZEAU,HOUZEAU,Houzeau,Houzeau,149138.00000000000,165989.00000000000,B,"43",VIVIER D'OIE,710.878
043b,"1","4","1942",STATUAIRES,BEELDHOUWERS,Statuaires,Beeldhouwers,148611.00000000000,165941.00000000000,B,"43",VIVIER D'OIE,1241.087
043b,"1","5","2355",HEROS,HELDEN,Héros,Helden,148127.89999999999,165854.20000000001,B,"43",VIVIER D'OIE,1732.064
043b,"1","6",1984B,GLOBE,GLOBE,Globe,Globe,147791.00000000000,165580.10000000001,B,"43",VIVIER D'OIE,2184.564
043b,"1","7",1926B,RITTWEGER,RITTWEGER,Rittweger,Rittweger,147707.89999999999,165303.29999999999,B,"43",VIVIER D'OIE,2496.861
043b,"1","8","2165",JEANNE HERREMAN,JEANNE HERREMAN,Jeanne Herreman,Jeanne Herreman,147571.00000000000,164876.00000000000,B,"43",VIVIER D'OIE,2947.696
043b,"1","9","5817",UCCLE CALEVOET,UKKEL KALEVOET,Uccle Calevoet,Ukkel Kalevoet,147465.00000000000,164613.79999999999,B,"43",VIVIER D'OIE,3230.498
043b,"1","10","1929",ENGELAND,ENGELAND,Engeland,Engeland,147537.00000000000,164336.00000000000,B,"43",VIVIER D'OIE,3525.511
043b,"1","11","1937",BOURDON,HORZEL,Bourdon,Horzel,147316.00000000000,164057.00000000000,B,"43",VIVIER D'OIE,3982.583
043b,"1","12","1931",BIGARREAUX,VLEESKERSEN,Bigarreaux,Vleeskersen,147458.00000000000,163753.00000000000,B,"43",VIVIER D'OIE,4319.029
043b,"1","13","1932",GRIOTTES,NOORDKRIEKEN,Griottes,Noordkrieken,147436.00000000000,163397.00000000000,B,"43",VIVIER D'OIE,4692.994
043b,"1","14",1933B,MOENSBERG GARE,MOENSBERG STATION,Moensberg Gare,Moensberg Station,147438.00000000000,163162.00000000000,B,"43",VIVIER D'OIE,4931.283
043b,"1","15","1939",VIEUX CHEMIN,OUDE WEG,Vieux Chemin,Oude Weg,147604.00000000000,162868.00000000000,B,"43",VIVIER D'OIE,5274.364
043b,"1","16","1935",BRAVES,DAPPEREN,Braves,Dapperen,147689.00000000000,162535.00000000000,B,"43",VIVIER D'OIE,5643.302
043b,"1","17","1936",GARE DE LINKEBEEK,STATION LINKEBEEK,Gare de Linkebeek,Station Linkebeek,147897.39999999999,162623.39999999999,B,"43",VIVIER D'OIE,5879.856
